Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
09:12.4     	15.09 	62.7        	15.79
09:13.3     	15.12 	61.3        	15.82
09:14.1     	15.10 	59.6        	15.84
09:15.1     	15.02 	58.4        	15.86
09:16.0     	14.98 	57.9        	15.86
09:16.8     	14.94 	59.6        	15.87
09:17.8     	14.88 	57.9        	15.87
09:18.7     	14.84 	60.4        	15.88
09:19.6     	14.78 	57.1        	15.87
09:20.5     	14.62 	56.0        	15.85
09:21.4     	14.50 	56.0        	15.83
09:22.2     	14.38 	56.2        	15.77
09:23.1     	14.22 	57.2        	15.75
09:24.0     	14.21 	56.9        	15.72
09:24.9     	14.23 	59.3        	15.69
09:25.8     	14.34 	61.9        	15.66
09:26.7     	14.40 	61.3        	15.64
09:27.6     	14.49 	62.0        	15.62
09:28.6     	14.53 	60.8        	15.61
09:29.5     	14.52 	58.1        	15.59
09:30.3     	14.49 	56.6        	15.58
09:31.2     	14.47 	56.5        	15.57
09:32.1     	14.47 	57.8        	15.55
09:33.0     	14.34 	56.0        	15.52
09:33.9     	14.27 	56.5        	15.51
09:34.8     	14.18 	57.0        	15.46
09:35.7     	14.15 	56.7        	15.44
09:36.7     	14.07 	56.7        	15.41
09:37.5     	14.10 	57.1        	15.39
09:38.4     	14.10 	57.3        	15.35
09:39.3     	14.13 	57.9        	15.35
09:40.2     	14.19 	58.4        	15.33
09:41.1     	14.19 	57.6        	15.31
09:42.0     	14.22 	57.9        	15.30
